name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
11355,2022-12-24,-9.3,-13.7,-11.4,-17.8,-25.7,-21.5,-21.4,43.5,0,0,0,,0,0,59.3,41.7,261.6,1009.2,37.5,16,96.6,8.1,4,10,2022-12-24T07:17:27,2022-12-24T16:32:32,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
11355,2022-12-25,-2.3,-9.6,-6,-7.8,-18.9,-13.7,-15.7,46.6,0,0,0,,0,0,49.4,32.6,253.3,1013.6,28.6,16,104.3,9.1,5,10,2022-12-25T07:17:50,2022-12-25T16:33:09,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
11355,2022-12-26,-1.6,-7,-4.1,-5.8,-14.6,-10.2,-14.2,45.9,0,0,0,,0,0,44.6,27.5,272.2,1022.5,42.2,16,102.1,8.6,5,10,2022-12-26T07:18:11,2022-12-26T16:33:48,0.11,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
11355,2022-12-27,1.4,-1.7,-0.1,-2.1,-7.4,-4.7,-10.6,45.3,0,0,0,,0,0,31.7,20.8,265.6,1025.1,94.2,16,61.4,5.3,4,10,2022-12-27T07:18:31,2022-12-27T16:34:28,0.15,Overcast,Cloudy skies throughout the day.,cloudy,"D9152,72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
11355,2022-12-28,8,0.4,4.2,5.2,-2.6,1.6,-5.7,49.8,0,0,0,,0,0,35.3,18.8,222.5,1026.1,63.7,16,101.5,8.7,4,10,2022-12-28T07:18:47,2022-12-28T16:35:11,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
11355,2022-12-29,9.5,3.1,6.4,7.8,0.3,4,-3.1,50.8,0,0,0,,0,0,31.7,16.7,218.6,1025.8,58.9,16,90.8,7.8,4,10,2022-12-29T07:19:02,2022-12-29T16:35:55,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-12-30,14.7,5.4,9,14.7,3.6,8.1,0.8,57.1,0,0,0,,0,0,22.3,14.1,190,1024.6,47.6,15.8,103,8.9,4,10,2022-12-30T07:19:15,2022-12-30T16:36:41,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
11355,2022-12-31,11.8,6.8,8.8,11.8,4.2,8.1,7.2,90.1,7.479,100,45.83,rain,0,0,18.4,13.4,71.8,1015.7,96.6,5.7,11.7,1,0,10,2022-12-31T07:19:25,2022-12-31T16:37:29,0.28,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-01-01,12,9.4,10.7,12,7.3,10.5,4.2,65.8,0.505,100,12.5,rain,0,0,35.3,26.5,281.5,1012.3,53.5,15.2,108.9,9.5,4,10,2023-01-01T07:19:33,2023-01-01T16:38:18,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
11355,2023-01-02,12.8,8.4,10.7,12.8,7,10.2,4,63.6,0.208,100,8.33,rain,0,0,16.6,14.2,249.6,1019.3,81.2,15.9,38.7,3.2,2,10,2023-01-02T07:19:39,2023-01-02T16:39:09,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-01-03,11.7,7.2,9.5,11.7,5.2,8.7,7.7,88.8,8.369,100,29.17,rain,0,0,25.9,12.4,104.5,1014.5,96.4,8.9,14.5,1.2,1,10,2023-01-03T07:19:42,2023-01-03T16:40:02,0.39,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-01-04,18,8.3,13.2,18,6,12.8,10.1,82.1,0.328,100,16.67,rain,0,0,24.1,16.3,187.5,1010,87.5,13.1,65.6,5.6,3,10,2023-01-04T07:19:43,2023-01-04T16:40:56,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-01-05,8.8,6.9,8,7.8,3.9,6.1,6.8,91.8,0.88,100,16.67,rain,0,0,14.8,17.6,50.4,1013.5,100,7.9,24.5,2,1,10,2023-01-05T07:19:42,2023-01-05T16:41:52,0.46,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-01-06,8.7,4.9,6.6,8.1,1,4.3,3.2,79.5,6.173,100,33.33,rain,0,0,37.1,24.8,340.1,1015.6,92.8,12.8,23.3,2,1,10,2023-01-06T07:19:39,2023-01-06T16:42:49,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-01-07,6.8,3.1,5,3.5,-1,1.4,-2.2,60.2,0,0,0,,0,0,38.9,20.3,294.7,1020.7,56.9,16,55,4.8,3,10,2023-01-07T07:19:34,2023-01-07T16:43:47,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-01-08,4.3,0.5,3,4.1,-3.3,-0.2,-5.5,54.3,0,0,0,,0,0,25.9,23.3,300.4,1024.6,44.7,16,95.5,8.3,4,10,2023-01-08T07:19:26,2023-01-08T16:44:47,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
11355,2023-01-09,6.8,3.3,4.5,3.5,0.2,1.5,-2.5,61.8,0.135,100,8.33,rain,0,0,33.5,22.3,296.6,1014.3,54,15.7,92.6,8.1,5,10,2023-01-09T07:19:16,2023-01-09T16:45:47,0.59,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-01-10,5,3.4,4.3,2.7,-0.2,1.2,-3.9,55.2,0,0,0,,0,0,31.3,19.2,301.2,1016.7,87.9,16,21.3,1.8,1,10,2023-01-10T07:19:03,2023-01-10T16:46:49,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-01-11,4.2,1.7,2.8,1.3,-3.2,-0.7,-5.3,55.5,0,0,0,,0,0,29.5,20.7,56.6,1023.4,91.4,16,47.7,4,2,10,2023-01-11T07:18:49,2023-01-11T16:47:52,0.66,Overcast,Cloudy skies throughout the day.,cloudy,"D9152,72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
11355,2023-01-12,11.8,2.2,6.9,11.8,-1.2,4.8,3.8,81,5.379,100,37.5,rain,0,0,63,27.7,101.6,1017.6,100,13.9,17.8,1.5,1,10,2023-01-12T07:18:32,2023-01-12T16:48:57,0.69,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"D9152,72505394728,0826W,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-01-13,12.3,3.9,9,12.3,-1.1,7.4,5,76.9,4.028,100,16.67,rain,0,0,56,28.5,249.5,1002.3,94.9,14.4,27,2.2,1,10,2023-01-13T07:18:13,2023-01-13T16:50:02,0.73,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-01-14,3.3,-0.1,1,-2,-7.3,-5,-5,64.1,0,0,0,"rain,snow",0,0,66.2,37.1,355.2,1009.5,98.9,15,44,3.8,2,10,2023-01-14T07:17:52,2023-01-14T16:51:08,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-01-15,4.4,-1.2,1,-0.9,-8.3,-5.4,-7.9,52.9,0,0,0,"rain,snow",0,0,64.9,39.6,351.1,1015.2,61.4,16,111.5,9.5,5,10,2023-01-15T07:17:28,2023-01-15T16:52:15,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-01-16,8.5,-1.2,2.8,5.5,-7.8,-2,-11.3,36,0,0,0,"rain,snow",0,0,51.8,30.1,325.6,1011.8,50.9,16,119.7,10.4,5,10,2023-01-16T07:17:03,2023-01-16T16:53:23,0.83,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
11355,2023-01-17,7.9,1.9,5.4,6.9,-1.6,3.4,-8.7,36.1,0,0,0,"rain,snow",0,0,25.9,18.2,259.9,1006,78.5,16,24,2,1,10,2023-01-17T07:16:35,2023-01-17T16:54:31,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-01-18,10.9,5.9,8.6,10.9,2.9,6.5,1,59.6,0.859,100,8.33,rain,0,0,54.7,41.3,292.1,1008.6,65.8,15.9,79.2,7.1,4,10,2023-01-18T07:16:05,2023-01-18T16:55:41,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
11355,2023-01-19,6.9,4.4,5.5,5.2,0.6,2.7,1.7,77.8,22.401,100,62.5,rain,0,0,50.8,19.4,31.3,1012.4,89.5,11,10,0.7,0,10,2023-01-19T07:15:33,2023-01-19T16:56:51,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
11355,2023-01-20,8.9,4.9,6.9,5.3,2.3,3.9,1.1,68.3,0.228,100,8.33,rain,0,0,53,34.3,284.5,1005.3,85.4,15.9,59.5,5.1,3,10,2023-01-20T07:14:59,2023-01-20T16:58:01,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
11355,2023-01-21,5.8,2.9,3.9,2.9,-1.6,0.3,-4.1,56.1,0,0,0,,0,0,40.1,31.4,322.6,1019.5,92.5,16,43,3.8,2,10,2023-01-21T07:14:22,2023-01-21T16:59:13,0,Overcast,Cloudy skies throughout the day.,cloudy,"D9152,72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
11355,2023-01-22,5,2.6,3.7,2.5,-0.6,0.8,-2.9,63.1,9.951,100,29.17,rain,0,0,22.3,19.6,196.9,1018.8,95.9,14.2,46.3,4,3,10,2023-01-22T07:13:44,2023-01-22T17:00:24,0.03,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
11355,2023-01-23,3.9,2.1,3.2,0.2,-3.9,-1.5,0.2,81.1,12.419,100,70.83,rain,0,0,58.7,39.6,325.2,1003.9,98.3,10.5,19.5,1.7,1,10,2023-01-23T07:13:04,2023-01-23T17:01:36,0.06,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-01-24,7.9,2.1,4.3,4.3,-3.4,0,-5.1,50.8,0,0,0,,0,0,51.7,32.6,284.8,1019.8,78,16,92.1,8,5,10,2023-01-24T07:12:22,2023-01-24T17:02:49,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-01-25,11.5,2.2,4.7,11.5,-2.7,1.7,-1.1,67.5,25.605,100,41.67,rain,0,0,67.6,39.1,108.1,1019.6,88.7,13.2,23,2,1,10,2023-01-25T07:11:37,2023-01-25T17:04:02,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-01-26,12,4.9,7.8,12,0.4,4.5,0.5,61.8,9.617,100,20.83,rain,0,0,59.8,39.8,256.9,1002.9,87.5,15.1,40,3.5,2,10,2023-01-26T07:10:51,2023-01-26T17:05:15,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
11355,2023-01-27,5.9,2.5,4.1,3.3,-1.3,0.7,-5.2,51.4,0,0,0,,0,0,35.3,24.7,256,1018.4,51.9,16,108,9.4,5,10,2023-01-27T07:10:03,2023-01-27T17:06:29,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
11355,2023-01-28,11,2.3,6.9,11,-1.2,4.3,-4.9,43.7,0,0,0,,0,0,41.3,29.5,227.6,1023.7,67.3,16,111.3,9.6,5,10,2023-01-28T07:09:13,2023-01-28T17:07:43,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
11355,2023-01-29,10.5,5,8.1,10.5,3.3,6.4,0.3,58.5,0,0,0,,0,0,34.5,21.4,196.9,1022.9,75.4,16,41.8,3.6,2,10,2023-01-29T07:08:21,2023-01-29T17:08:57,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-01-30,11.8,5.7,8.6,11.8,4.5,7.5,2,63.7,0,0,0,,0,0,31.7,20.6,218.1,1020.2,66.4,16,106.4,9.2,5,10,2023-01-30T07:07:28,2023-01-30T17:10:11,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
11355,2023-01-31,9.2,0.1,3.3,8.4,-4.8,0,-3.6,62.7,1.16,100,20.83,"rain,snow",0,0,29.5,20.2,351.2,1021.6,95.4,14.8,29.2,2.6,2,10,2023-01-31T07:06:32,2023-01-31T17:11:25,0.33,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
11355,2023-02-01,3.2,-3.2,0,-0.5,-8.6,-4.2,-9.9,49.7,0.6,100,12.5,snow,1.1,0,29.5,20.8,339.9,1024.2,68.1,15.1,113,9.8,6,10,2023-02-01T07:05:35,2023-02-01T17:12:40,0.36,"Snow, Partially cloudy",Clearing in the afternoon with snow clearing later.,snow,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-02-02,4.2,-1.9,1.2,-0.2,-5.3,-2.3,-11.8,37.8,0,0,0,,0,0,40.7,22.5,236,1019.7,66.3,16,133.6,11.4,6,10,2023-02-02T07:04:37,2023-02-02T17:13:54,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-02-03,1.9,-10.9,-4.3,-3.3,-22.3,-12.8,-15.9,40.3,0,0,0,,0,0,68.3,47.5,298.5,1016.4,52.6,16,62.1,5.3,5,10,2023-02-03T07:03:36,2023-02-03T17:15:09,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-02-04,-3.1,-15.1,-9.5,-9,-26.4,-17.7,-21.5,37.8,0,0,0,,0,0,61,42.3,289.7,1033.9,40.5,16,20.5,1.6,2,10,2023-02-04T07:02:34,2023-02-04T17:16:23,0.46,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-02-05,7.8,-3.1,2.9,5.8,-8.9,-0.5,-5.9,52.9,0,0,0,,0,0,49,21.9,205.7,1022.1,75.4,16,27.1,2.2,2,10,2023-02-05T07:01:30,2023-02-05T17:17:37,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-02-06,10.4,2,5.8,10.4,-2.1,3.3,-2,58.7,0,0,0,,0,0,55.1,32.9,357.6,1016.7,65.2,16,22.1,1.8,1,10,2023-02-06T07:00:25,2023-02-06T17:18:52,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,F7223,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
11355,2023-02-07,5.5,-1.3,2.3,2.2,-5.1,-1.3,-5.4,57.6,0.356,100,8.33,rain,0,0,35.3,21.2,137.9,1025.3,55.5,16,28.8,2.5,2,10,2023-02-07T06:59:18,2023-02-07T17:20:06,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-02-08,11.7,3.5,7.5,11.7,0.6,5.4,-1.9,54.1,0.103,100,8.33,rain,0,0,50.8,30.9,291.6,1022,46.5,15.4,20,1.5,1,10,2023-02-08T06:58:10,2023-02-08T17:21:20,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-02-09,11.2,2.7,7.5,11.2,1.5,6.7,2,68.6,0,0,0,,0,0,37.1,19.4,142.3,1020.9,79.1,15.8,16.9,1.4,1,10,2023-02-09T06:57:00,2023-02-09T17:22:34,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-02-10,14.5,8.3,11.9,14.5,4.8,11.2,2.1,54.2,0,0,0,,0,0,52.6,35.8,271.5,1011.6,53.3,16,155.5,13.3,6,10,2023-02-10T06:55:49,2023-02-10T17:23:48,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-02-11,7.6,2.7,5.2,4.9,-2.5,1.9,-6.9,41.6,0,0,0,,0,0,54.1,33.4,311.6,1023.3,41.6,16,162.8,13.8,6,10,2023-02-11T06:54:36,2023-02-11T17:25:02,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
11355,2023-02-12,8.2,3.3,5.5,8.2,0.2,3.6,-4.9,47.8,0.372,100,8.33,rain,0,0,27.7,20.8,57.1,1017.8,81.1,16,68.8,6,3,10,2023-02-12T06:53:22,2023-02-12T17:26:15,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
11355,2023-02-13,13.4,4.8,8.8,13.4,0.5,6.8,-8,31.9,0.274,100,4.17,rain,0,0,44.6,26.5,321.4,1002.9,67.8,16,155.3,13.4,6,10,2023-02-13T06:52:07,2023-02-13T17:27:28,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-02-14,11.9,5.4,8.6,11.9,0.8,6.2,-5.2,38.4,0,0,0,,0,0,50.5,32,293.5,1015.8,20.1,16,165.8,14.4,6,10,2023-02-14T06:50:50,2023-02-14T17:28:41,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-02-15,15.5,7.8,11.6,15.5,5.3,10.7,2.2,52.8,0,0,0,,0,0,50,32.6,186.5,1016.9,73.1,16,146.9,12.5,6,10,2023-02-15T06:49:32,2023-02-15T17:29:54,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-02-16,19.1,12.6,14.8,19.1,12.6,14.8,5.8,56.2,1.412,100,12.5,rain,0,0,38.9,21.9,218.5,1014.4,78.7,15.7,79.1,6.8,4,10,2023-02-16T06:48:13,2023-02-16T17:31:07,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-02-17,15.2,0.5,9.7,15.2,-6.3,7.8,5.4,75.1,5.192,100,37.5,rain,0,0,62.5,41,287.5,1005.4,92,13.9,19,1.5,1,10,2023-02-17T06:46:53,2023-02-17T17:32:19,0.91,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"D9152,72505394728,0826W,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
11355,2023-02-18,5.9,-1.8,1.9,2.8,-8.4,-3.1,-10.2,41.4,0,0,0,,0,0,61,42.5,284.7,1024.9,39.4,16,172.7,15,6,10,2023-02-18T06:45:32,2023-02-18T17:33:31,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-02-19,8.6,2.9,5.7,6.1,-0.1,2.9,-2.4,56.6,0,0,0,,0,0,54.6,37.5,184.9,1023.9,65.5,16,90.4,7.9,3,10,2023-02-19T06:44:09,2023-02-19T17:34:42,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-02-20,16,6.5,10.8,16,4.7,9.9,2.8,61.9,0,0,0,,0,0,37.3,27.1,249.4,1006.8,72.5,15.8,88,7.7,5,10,2023-02-20T06:42:46,2023-02-20T17:35:54,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-02-21,9.2,2.9,5.5,7.2,-1.9,2.7,0.8,72.7,6.109,100,33.33,rain,0,0,53.6,21.8,22.4,1004.7,86.1,14.9,37,3.3,2,10,2023-02-21T06:41:21,2023-02-21T17:37:05,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-02-22,6.5,3.2,4.5,5.1,-1.2,1.5,-3.2,59.2,4.552,100,20.83,rain,0,0,27.7,20.1,357.5,1018,73.7,15.2,53.2,4.6,3,10,2023-02-22T06:39:56,2023-02-22T17:38:16,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-02-23,6.2,3.3,4.2,3.8,-1,0.6,2.1,86.2,0.538,100,8.33,rain,0,0,35.3,21.1,67.1,1013,100,10.7,33,2.7,1,10,2023-02-23T06:38:29,2023-02-23T17:39:26,0.11,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-02-24,7.7,-2.4,4.4,4.9,-9,-0.2,-4.8,54.6,0,0,0,,0,0,64.3,39.7,320.7,1022.4,54,13.7,145.1,12.4,6,10,2023-02-24T06:37:02,2023-02-24T17:40:36,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-02-25,0.4,-4.7,-2.5,-2.5,-10.7,-6.4,-10.7,54,0,0,0,snow,0.3,0,35.3,32.2,4.2,1029,76.2,15.9,67.8,6,2,10,2023-02-25T06:35:34,2023-02-25T17:41:46,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-02-26,10.1,-2.3,2.9,10.1,-5.3,0.1,-3.4,64.8,0,0,0,,0,0,37.1,24.1,236.4,1012.9,38.3,14.5,90.1,7.9,4,10,2023-02-26T06:34:05,2023-02-26T17:42:56,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-02-27,5.6,0.5,3.2,3.3,-4.9,-0.8,-6.6,50.4,5.696,100,12.5,"rain,snow",0.9,0.5,48.5,27.1,58.4,1013.1,60.6,14.1,164.4,14.1,7,10,2023-02-27T06:32:35,2023-02-27T17:44:05,0.25,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-02-28,3.3,0.6,1.8,1.1,-6.1,-2.4,-0.3,86.1,9.345,100,66.67,"rain,snow",0.8,1.7,48.9,35.6,35.5,1007.9,89.3,7.7,35.6,3.1,1,10,2023-02-28T06:31:04,2023-02-28T17:45:14,0.28,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-03-01,6.3,0.9,4.1,3.5,-2.5,1,-1.3,68.8,0.309,100,16.67,rain,0,0.4,38.9,23.1,91.9,1018.6,76,14.3,126.4,10.9,6,10,2023-03-01T06:29:32,2023-03-01T17:46:22,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-03-02,11.5,4,7,11.5,0.4,4.6,1.8,72.8,0,0,0,,0,0,47.7,32.9,342.7,1006.8,89.5,8.7,69.2,6.1,4,10,2023-03-02T06:28:00,2023-03-02T17:47:31,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-03-03,6.9,2.8,4.8,4,-0.4,1.4,-3.5,55.9,1.569,100,12.5,rain,0,0,50,31.1,71.7,1015.1,76.3,15.5,105.6,9.1,5,10,2023-03-03T06:26:27,2023-03-03T17:48:39,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2023-03-04,7.1,4.1,5.5,3.6,-1.1,1.4,1.9,77.9,27.424,100,41.67,rain,0,0,64.9,43.9,13.4,1002.1,97.1,12.5,64.3,5.5,3,10,2023-03-04T06:24:54,2023-03-04T17:49:46,0.41,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
